State,Season,_YearMonth,AgeCategory_Legend,Sex_Label,Race_Label,MonthlyRate,Type
Utah,2021-22,202204.0,All,Female,All,6.0,Crude Rate
Utah,2021-22,202202.0,All,Female,All,41.2,Crude Rate
Utah,2021-22,202112.0,All,Female,All,37.5,Crude Rate
Utah,2021-22,202206.0,All,Female,All,37.6,Crude Rate
Utah,2021-22,202201.0,All,Female,All,107.3,Crude Rate
Utah,2021-22,202209.0,All,Female,All,19.2,Crude Rate
Utah,2021-22,202207.0,All,Female,All,38.4,Crude Rate
Utah,2021-22,202110.0,All,Female,All,36.4,Crude Rate
Utah,2021-22,202209.0,All,Male,All,14.2,Crude Rate
Utah,2021-22,202205.0,All,Male,All,18.0,Crude Rate
Utah,2021-22,202207.0,All,Male,All,30.7,Crude Rate
Utah,2021-22,202201.0,All,Male,All,101.2,Crude Rate
Utah,2021-22,202202.0,All,Male,All,39.6,Crude Rate
Utah,2021-22,202204.0,All,Male,All,8.2,Crude Rate
Utah,2021-22,202203.0,All,Male,All,11.7,Crude Rate
Utah,2021-22,202111.0,All,Male,All,40.1,Crude Rate
Utah,2021-22,202112.0,All,Male,All,40.4,Crude Rate
Utah,2021-22,202206.0,All,Male,All,34.4,Crude Rate
Utah,2021-22,202110.0,All,Male,All,43.1,Crude Rate
Utah,2021-22,202208.0,All,Male,All,24.7,Crude Rate
Utah,2021-22,202208.0,18+ years (Adults),All,All,28.9,Crude Rate
Utah,2021-22,202207.0,18+ years (Adults),All,All,41.3,Crude Rate
Utah,2021-22,202204.0,18+ years (Adults),All,All,8.9,Crude Rate
Utah,2021-22,202111.0,18+ years (Adults),All,All,47.8,Crude Rate
Utah,2021-22,202205.0,18+ years (Adults),All,All,21.6,Crude Rate
Utah,2021-22,202112.0,18+ years (Adults),All,All,49.6,Crude Rate
Utah,2021-22,202110.0,18+ years (Adults),All,All,52.2,Crude Rate
Utah,2021-22,202202.0,18+ years (Adults),All,All,50.4,Crude Rate
Utah,2021-22,202201.0,18+ years (Adults),All,All,131.7,Crude Rate
Utah,2021-22,202209.0,18+ years (Adults),All,All,19.3,Crude Rate
Utah,2021-22,202203.0,18+ years (Adults),All,All,14.7,Crude Rate
Utah,2021-22,202206.0,18+ years (Adults),All,All,44.7,Crude Rate
Utah,2021-22,202204.0,0-17 years (Children),All,All,2.0,Crude Rate
Utah,2021-22,202209.0,0-17 years (Children),All,All,9.3,Crude Rate
Utah,2021-22,202203.0,0-17 years (Children),All,All,4.9,Crude Rate
Utah,2021-22,202201.0,0-17 years (Children),All,All,25.4,Crude Rate
Utah,2021-22,202205.0,0-17 years (Children),All,All,4.6,Crude Rate
Utah,2021-22,202110.0,0-17 years (Children),All,All,4.2,Crude Rate
Utah,2021-22,202207.0,0-17 years (Children),All,All,15.5,Crude Rate
Utah,2021-22,202112.0,0-17 years (Children),All,All,8.5,Crude Rate
Utah,2021-22,202206.0,0-17 years (Children),All,All,11.5,Crude Rate
Utah,2021-22,202208.0,0-17 years (Children),All,All,11.9,Crude Rate
Utah,2021-22,202111.0,0-17 years (Children),All,All,9.4,Crude Rate
Utah,2021-22,202202.0,0-17 years (Children),All,All,11.7,Crude Rate
Utah,2021-22,202203.0,75+ years,All,All,61.5,Crude Rate
Utah,2021-22,202209.0,75+ years,All,All,159.0,Crude Rate
Utah,2021-22,202202.0,75+ years,All,All,230.2,Crude Rate
Utah,2021-22,202207.0,75+ years,All,All,255.4,Crude Rate
Utah,2021-22,202110.0,75+ years,All,All,176.7,Crude Rate
Utah,2021-22,202204.0,75+ years,All,All,67.5,Crude Rate
Utah,2021-22,202111.0,75+ years,All,All,162.8,Crude Rate
Utah,2021-22,202205.0,75+ years,All,All,162.8,Crude Rate
Utah,2021-22,202112.0,75+ years,All,All,142.9,Crude Rate
Utah,2021-22,202206.0,75+ years,All,All,298.7,Crude Rate
Utah,2021-22,202208.0,75+ years,All,All,178.3,Crude Rate
Utah,2021-22,202201.0,75+ years,All,All,444.6,Crude Rate
Utah,2021-22,202201.0,1-4 years,All,All,23.9,Crude Rate
Utah,2021-22,202203.0,1-4 years,All,All,8.0,Crude Rate
Utah,2021-22,202204.0,1-4 years,All,All,6.4,Crude Rate
Utah,2021-22,202205.0,1-4 years,All,All,3.2,Crude Rate
Utah,2021-22,202202.0,1-4 years,All,All,11.2,Crude Rate
Utah,2021-22,202207.0,1-4 years,All,All,19.5,Crude Rate
Utah,2021-22,202110.0,1-4 years,All,All,4.8,Crude Rate
Utah,2021-22,202208.0,1-4 years,All,All,10.6,Crude Rate
Utah,2021-22,202112.0,1-4 years,All,All,12.8,Crude Rate
Utah,2021-22,202209.0,1-4 years,All,All,10.6,Crude Rate
Utah,2021-22,202111.0,1-4 years,All,All,4.8,Crude Rate
Utah,2021-22,202206.0,1-4 years,All,All,14.2,Crude Rate
Utah,2021-22,202207.0,0-<1 year,All,All,96.1,Crude Rate
Utah,2021-22,202202.0,0-<1 year,All,All,72.8,Crude Rate
Utah,2021-22,202204.0,0-<1 year,All,All,13.2,Crude Rate
Utah,2021-22,202112.0,0-<1 year,All,All,53.0,Crude Rate
Utah,2021-22,202201.0,0-<1 year,All,All,192.0,Crude Rate
Utah,2021-22,202209.0,0-<1 year,All,All,59.2,Crude Rate
Utah,2021-22,202206.0,0-<1 year,All,All,110.9,Crude Rate
Utah,2021-22,202208.0,0-<1 year,All,All,103.5,Crude Rate
Utah,2021-22,202203.0,0-<1 year,All,All,39.7,Crude Rate
Utah,2021-22,202111.0,0-<1 year,All,All,79.4,Crude Rate
Utah,2021-22,202205.0,0-<1 year,All,All,53.0,Crude Rate
Utah,2021-22,202110.0,0-<1 year,All,All,26.5,Crude Rate
Utah,2021-22,202205.0,85+ years,All,All,224.3,Crude Rate
Utah,2021-22,202206.0,85+ years,All,All,496.3,Crude Rate
Utah,2021-22,202207.0,85+ years,All,All,425.4,Crude Rate
Utah,2021-22,202111.0,85+ years,All,All,264.3,Crude Rate
Utah,2021-22,202208.0,85+ years,All,All,324.1,Crude Rate
Utah,2021-22,202209.0,85+ years,All,All,253.2,Crude Rate
Utah,2021-22,202110.0,85+ years,All,All,240.3,Crude Rate
Utah,2021-22,202202.0,85+ years,All,All,272.3,Crude Rate
Utah,2021-22,202204.0,85+ years,All,All,88.1,Crude Rate
Utah,2021-22,202203.0,85+ years,All,All,96.1,Crude Rate
Utah,2021-22,202201.0,85+ years,All,All,536.6,Crude Rate
Utah,2021-22,202112.0,85+ years,All,All,232.3,Crude Rate
Utah,2021-22,202202.0,75-84 years,All,All,216.4,Crude Rate
Utah,2021-22,202112.0,75-84 years,All,All,113.5,Crude Rate
Utah,2021-22,202209.0,75-84 years,All,All,129.6,Crude Rate
Utah,2021-22,202203.0,75-84 years,All,All,50.1,Crude Rate
Utah,2021-22,202201.0,75-84 years,All,All,414.3,Crude Rate
Utah,2021-22,202207.0,75-84 years,All,All,202.3,Crude Rate
Utah,2021-22,202204.0,75-84 years,All,All,60.7,Crude Rate
Utah,2021-22,202110.0,75-84 years,All,All,155.7,Crude Rate
Utah,2021-22,202205.0,75-84 years,All,All,142.5,Crude Rate
Utah,2021-22,202111.0,75-84 years,All,All,129.3,Crude Rate
Utah,2021-22,202206.0,75-84 years,All,All,237.1,Crude Rate
Utah,2021-22,202208.0,75-84 years,All,All,132.8,Crude Rate
Utah,2021-22,202111.0,65-74 years,All,All,74.2,Crude Rate
Utah,2021-22,202112.0,65-74 years,All,All,99.3,Crude Rate
Utah,2021-22,202206.0,65-74 years,All,All,92.1,Crude Rate
Utah,2021-22,202209.0,65-74 years,All,All,32.5,Crude Rate
Utah,2021-22,202205.0,65-74 years,All,All,43.4,Crude Rate
Utah,2021-22,202201.0,65-74 years,All,All,240.8,Crude Rate
Utah,2021-22,202202.0,65-74 years,All,All,85.6,Crude Rate
Utah,2021-22,202204.0,65-74 years,All,All,16.0,Crude Rate
Utah,2021-22,202208.0,65-74 years,All,All,62.3,Crude Rate
Utah,2021-22,202207.0,65-74 years,All,All,89.4,Crude Rate
Utah,2021-22,202110.0,65-74 years,All,All,103.8,Crude Rate
Utah,2021-22,202203.0,65-74 years,All,All,25.1,Crude Rate
Utah,2021-22,202206.0,40-49 years,All,All,21.9,Crude Rate
Utah,2021-22,202203.0,40-49 years,All,All,13.1,Crude Rate
Utah,2021-22,202110.0,40-49 years,All,All,40.5,Crude Rate
Utah,2021-22,202208.0,40-49 years,All,All,15.0,Crude Rate
Utah,2021-22,202205.0,40-49 years,All,All,5.0,Crude Rate
Utah,2021-22,202204.0,40-49 years,All,All,5.6,Crude Rate
Utah,2021-22,202111.0,40-49 years,All,All,46.8,Crude Rate
Utah,2021-22,202202.0,40-49 years,All,All,27.4,Crude Rate
Utah,2021-22,202207.0,40-49 years,All,All,26.0,Crude Rate
Utah,2021-22,202112.0,40-49 years,All,All,36.8,Crude Rate
Utah,2021-22,202209.0,40-49 years,All,All,4.8,Crude Rate
Utah,2021-22,202201.0,40-49 years,All,All,84.2,Crude Rate
Utah,2021-22,202209.0,30-39 years,All,All,8.8,Crude Rate
Utah,2021-22,202202.0,30-39 years,All,All,32.3,Crude Rate
Utah,2021-22,202206.0,30-39 years,All,All,16.5,Crude Rate
Utah,2021-22,202207.0,30-39 years,All,All,14.1,Crude Rate
Utah,2021-22,202110.0,30-39 years,All,All,31.8,Crude Rate
Utah,2021-22,202201.0,30-39 years,All,All,92.7,Crude Rate
Utah,2021-22,202208.0,30-39 years,All,All,9.4,Crude Rate
Utah,2021-22,202205.0,30-39 years,All,All,9.7,Crude Rate
Utah,2021-22,202111.0,30-39 years,All,All,30.7,Crude Rate
Utah,2021-22,202112.0,30-39 years,All,All,33.4,Crude Rate
Utah,2021-22,202204.0,30-39 years,All,All,5.4,Crude Rate
Utah,2021-22,202203.0,30-39 years,All,All,7.5,Crude Rate
Utah,2021-22,202203.0,18-29 years,All,All,4.7,Crude Rate
Utah,2021-22,202204.0,18-29 years,All,All,1.9,Crude Rate
Utah,2021-22,202201.0,18-29 years,All,All,64.2,Crude Rate
Utah,2021-22,202202.0,18-29 years,All,All,25.5,Crude Rate
Utah,2021-22,202110.0,18-29 years,All,All,16.0,Crude Rate
Utah,2021-22,202205.0,18-29 years,All,All,5.2,Crude Rate
Utah,2021-22,202111.0,18-29 years,All,All,13.7,Crude Rate
Utah,2021-22,202112.0,18-29 years,All,All,17.0,Crude Rate
Utah,2021-22,202208.0,18-29 years,All,All,11.9,Crude Rate
Utah,2021-22,202206.0,18-29 years,All,All,14.1,Crude Rate
Utah,2021-22,202209.0,18-29 years,All,All,9.2,Crude Rate
Utah,2021-22,202207.0,18-29 years,All,All,13.5,Crude Rate
Utah,2021-22,202202.0,12-17 years,All,All,9.1,Crude Rate
Utah,2021-22,202204.0,12-17 years,All,All,0.0,Crude Rate
Utah,2021-22,202110.0,12-17 years,All,All,1.8,Crude Rate
Utah,2021-22,202208.0,12-17 years,All,All,5.0,Crude Rate
Utah,2021-22,202205.0,12-17 years,All,All,0.9,Crude Rate
Utah,2021-22,202206.0,12-17 years,All,All,4.0,Crude Rate
Utah,2021-22,202207.0,12-17 years,All,All,10.0,Crude Rate
Utah,2021-22,202111.0,12-17 years,All,All,6.4,Crude Rate
Utah,2021-22,202201.0,12-17 years,All,All,20.0,Crude Rate
Utah,2021-22,202203.0,12-17 years,All,All,1.8,Crude Rate
Utah,2021-22,202209.0,12-17 years,All,All,6.0,Crude Rate
Utah,2021-22,202112.0,12-17 years,All,All,3.6,Crude Rate
Utah,2021-22,202207.0,5-11 years,All,All,8.3,Crude Rate
Utah,2021-22,202201.0,5-11 years,All,All,10.1,Crude Rate
Utah,2021-22,202204.0,5-11 years,All,All,0.0,Crude Rate
Utah,2021-22,202112.0,5-11 years,All,All,5.0,Crude Rate
Utah,2021-22,202111.0,5-11 years,All,All,5.9,Crude Rate
Utah,2021-22,202206.0,5-11 years,All,All,4.6,Crude Rate
Utah,2021-22,202205.0,5-11 years,All,All,2.5,Crude Rate
Utah,2021-22,202203.0,5-11 years,All,All,1.7,Crude Rate
Utah,2021-22,202208.0,5-11 years,All,All,7.4,Crude Rate
Utah,2021-22,202110.0,5-11 years,All,All,3.4,Crude Rate
Utah,2021-22,202209.0,5-11 years,All,All,5.6,Crude Rate
Utah,2021-22,202202.0,5-11 years,All,All,6.7,Crude Rate
Utah,2021-22,202112.0,2-4 years,All,All,6.3,Crude Rate
Utah,2021-22,202209.0,2-4 years,All,All,7.0,Crude Rate
Utah,2021-22,202110.0,2-4 years,All,All,6.3,Crude Rate
Utah,2021-22,202202.0,2-4 years,All,All,6.3,Crude Rate
Utah,2021-22,202207.0,2-4 years,All,All,18.8,Crude Rate
Utah,2021-22,202206.0,2-4 years,All,All,11.7,Crude Rate
Utah,2021-22,202208.0,2-4 years,All,All,9.4,Crude Rate
Utah,2021-22,202204.0,2-4 years,All,All,6.3,Crude Rate
Utah,2021-22,202203.0,2-4 years,All,All,6.3,Crude Rate
Utah,2021-22,202205.0,2-4 years,All,All,2.1,Crude Rate
Utah,2021-22,202201.0,2-4 years,All,All,21.1,Crude Rate
Utah,2021-22,202111.0,2-4 years,All,All,4.2,Crude Rate
Utah,2021-22,202202.0,1-<2 years,All,All,26.0,Crude Rate
Utah,2021-22,202112.0,1-<2 years,All,All,32.5,Crude Rate
Utah,2021-22,202206.0,1-<2 years,All,All,21.8,Crude Rate
Utah,2021-22,202203.0,1-<2 years,All,All,13.0,Crude Rate
Utah,2021-22,202111.0,1-<2 years,All,All,6.5,Crude Rate
Utah,2021-22,202204.0,1-<2 years,All,All,6.5,Crude Rate
Utah,2021-22,202209.0,1-<2 years,All,All,21.8,Crude Rate
Utah,2021-22,202208.0,1-<2 years,All,All,14.5,Crude Rate
Utah,2021-22,202201.0,1-<2 years,All,All,32.5,Crude Rate
Utah,2021-22,202205.0,1-<2 years,All,All,6.5,Crude Rate
Utah,2021-22,202110.0,1-<2 years,All,All,0.0,Crude Rate
Utah,2021-22,202207.0,1-<2 years,All,All,21.8,Crude Rate
Utah,2021-22,202204.0,6mo-<12 months,All,All,0.0,Crude Rate
Utah,2021-22,202110.0,6mo-<12 months,All,All,0.0,Crude Rate
Utah,2021-22,202209.0,6mo-<12 months,All,All,14.8,Crude Rate
Utah,2021-22,202201.0,6mo-<12 months,All,All,132.4,Crude Rate
Utah,2021-22,202203.0,6mo-<12 months,All,All,53.0,Crude Rate
Utah,2021-22,202207.0,6mo-<12 months,All,All,74.0,Crude Rate
Utah,2021-22,202112.0,6mo-<12 months,All,All,0.0,Crude Rate
Utah,2021-22,202111.0,6mo-<12 months,All,All,39.7,Crude Rate
Utah,2021-22,202206.0,6mo-<12 months,All,All,74.0,Crude Rate
Utah,2021-22,202205.0,6mo-<12 months,All,All,26.5,Crude Rate
Utah,2021-22,202202.0,6mo-<12 months,All,All,53.0,Crude Rate
Utah,2021-22,202208.0,6mo-<12 months,All,All,29.6,Crude Rate
Utah,2021-22,202206.0,0-<6 months,All,All,147.9,Crude Rate
Utah,2021-22,202207.0,0-<6 months,All,All,118.3,Crude Rate
Utah,2021-22,202111.0,0-<6 months,All,All,119.1,Crude Rate
Utah,2021-22,202208.0,0-<6 months,All,All,177.5,Crude Rate
Utah,2021-22,202112.0,0-<6 months,All,All,105.9,Crude Rate
Utah,2021-22,202204.0,0-<6 months,All,All,26.5,Crude Rate
Utah,2021-22,202203.0,0-<6 months,All,All,26.5,Crude Rate
Utah,2021-22,202205.0,0-<6 months,All,All,79.4,Crude Rate
Utah,2021-22,202201.0,0-<6 months,All,All,251.5,Crude Rate
Utah,2021-22,202202.0,0-<6 months,All,All,92.7,Crude Rate
Utah,2021-22,202110.0,0-<6 months,All,All,53.0,Crude Rate
Utah,2021-22,202209.0,0-<6 months,All,All,103.5,Crude Rate
Utah,2021-22,202202.0,65+ years,All,All,138.4,Crude Rate
Utah,2021-22,202201.0,65+ years,All,All,315.2,Crude Rate
Utah,2021-22,202205.0,65+ years,All,All,87.0,Crude Rate
Utah,2021-22,202206.0,65+ years,All,All,166.5,Crude Rate
Utah,2021-22,202203.0,65+ years,All,All,38.4,Crude Rate
Utah,2021-22,202110.0,65+ years,All,All,130.4,Crude Rate
Utah,2021-22,202112.0,65+ years,All,All,115.2,Crude Rate
Utah,2021-22,202209.0,65+ years,All,All,78.0,Crude Rate
Utah,2021-22,202207.0,65+ years,All,All,149.1,Crude Rate
Utah,2021-22,202208.0,65+ years,All,All,104.0,Crude Rate
Utah,2021-22,202111.0,65+ years,All,All,106.5,Crude Rate
Utah,2021-22,202204.0,65+ years,All,All,34.8,Crude Rate
Utah,2021-22,202201.0,50-64 years,All,All,152.6,Crude Rate
Utah,2021-22,202111.0,50-64 years,All,All,61.0,Crude Rate
Utah,2021-22,202209.0,50-64 years,All,All,13.0,Crude Rate
Utah,2021-22,202205.0,50-64 years,All,All,18.0,Crude Rate
Utah,2021-22,202204.0,50-64 years,All,All,3.8,Crude Rate
Utah,2021-22,202202.0,50-64 years,All,All,51.2,Crude Rate
Utah,2021-22,202203.0,50-64 years,All,All,16.9,Crude Rate
Utah,2021-22,202112.0,50-64 years,All,All,65.4,Crude Rate
Utah,2021-22,202110.0,50-64 years,All,All,65.9,Crude Rate
Utah,2021-22,202206.0,50-64 years,All,All,43.3,Crude Rate
Utah,2021-22,202208.0,50-64 years,All,All,27.9,Crude Rate
Utah,2021-22,202207.0,50-64 years,All,All,38.4,Crude Rate
Utah,2021-22,202112.0,18-49 years,All,All,28.1,Crude Rate
Utah,2021-22,202205.0,18-49 years,All,All,6.6,Crude Rate
Utah,2021-22,202202.0,18-49 years,All,All,28.3,Crude Rate
Utah,2021-22,202203.0,18-49 years,All,All,8.1,Crude Rate
Utah,2021-22,202209.0,18-49 years,All,All,7.8,Crude Rate
Utah,2021-22,202110.0,18-49 years,All,All,28.3,Crude Rate
Utah,2021-22,202201.0,18-49 years,All,All,79.4,Crude Rate
Utah,2021-22,202206.0,18-49 years,All,All,17.2,Crude Rate
Utah,2021-22,202207.0,18-49 years,All,All,17.4,Crude Rate
Utah,2021-22,202111.0,18-49 years,All,All,28.9,Crude Rate
Utah,2021-22,202208.0,18-49 years,All,All,12.0,Crude Rate
Utah,2021-22,202204.0,18-49 years,All,All,4.1,Crude Rate
Utah,2021-22,202209.0,5-17 years,All,All,5.8,Crude Rate
Utah,2021-22,202112.0,5-17 years,All,All,4.4,Crude Rate
Utah,2021-22,202110.0,5-17 years,All,All,2.6,Crude Rate
Utah,2021-22,202207.0,5-17 years,All,All,9.1,Crude Rate
Utah,2021-22,202205.0,5-17 years,All,All,1.7,Crude Rate
Utah,2021-22,202208.0,5-17 years,All,All,6.2,Crude Rate
Utah,2021-22,202202.0,5-17 years,All,All,7.9,Crude Rate
Utah,2021-22,202111.0,5-17 years,All,All,6.1,Crude Rate
Utah,2021-22,202206.0,5-17 years,All,All,4.3,Crude Rate
Utah,2021-22,202204.0,5-17 years,All,All,0.0,Crude Rate
Utah,2021-22,202201.0,5-17 years,All,All,14.8,Crude Rate
Utah,2021-22,202203.0,5-17 years,All,All,1.7,Crude Rate
Utah,2021-22,202204.0,0-4 years,All,All,7.7,Crude Rate
Utah,2021-22,202208.0,0-4 years,All,All,28.6,Crude Rate
Utah,2021-22,202201.0,0-4 years,All,All,56.5,Crude Rate
Utah,2021-22,202203.0,0-4 years,All,All,14.1,Crude Rate
Utah,2021-22,202112.0,0-4 years,All,All,20.6,Crude Rate
Utah,2021-22,202206.0,0-4 years,All,All,32.9,Crude Rate
Utah,2021-22,202205.0,0-4 years,All,All,12.8,Crude Rate
Utah,2021-22,202207.0,0-4 years,All,All,34.3,Crude Rate
Utah,2021-22,202209.0,0-4 years,All,All,20.0,Crude Rate
Utah,2021-22,202110.0,0-4 years,All,All,9.0,Crude Rate
Utah,2021-22,202111.0,0-4 years,All,All,19.3,Crude Rate
Utah,2021-22,202202.0,0-4 years,All,All,23.1,Crude Rate
Tennessee,2021-22,202205.0,All,All,All,15.9,Crude Rate
Tennessee,2021-22,202207.0,All,All,All,46.4,Crude Rate
Tennessee,2021-22,202208.0,All,All,All,41.9,Crude Rate
Tennessee,2021-22,202202.0,All,All,All,48.9,Crude Rate
Tennessee,2021-22,202112.0,All,All,All,54.7,Crude Rate
Tennessee,2021-22,202209.0,All,All,All,25.2,Crude Rate
Tennessee,2021-22,202110.0,All,All,All,31.1,Crude Rate
Tennessee,2021-22,202203.0,All,All,All,9.2,Crude Rate
Tennessee,2021-22,202204.0,All,All,All,5.1,Crude Rate
Tennessee,2021-22,202111.0,All,All,All,25.2,Crude Rate
Tennessee,2021-22,202201.0,All,All,All,133.0,Crude Rate
Tennessee,2021-22,202206.0,All,All,All,29.2,Crude Rate
Tennessee,2021-22,202209.0,All,All,Hispanic,10.4,Crude Rate
Tennessee,2021-22,202207.0,All,All,Hispanic,19.3,Crude Rate
Tennessee,2021-22,202202.0,All,All,Hispanic,21.8,Crude Rate
Tennessee,2021-22,202110.0,All,All,Hispanic,19.2,Crude Rate
Tennessee,2021-22,202208.0,All,All,Hispanic,21.4,Crude Rate
Tennessee,2021-22,202112.0,All,All,Hispanic,29.8,Crude Rate
Tennessee,2021-22,202205.0,All,All,Hispanic,4.6,Crude Rate
Tennessee,2021-22,202111.0,All,All,Hispanic,12.6,Crude Rate
Tennessee,2021-22,202201.0,All,All,Hispanic,111.1,Crude Rate
Tennessee,2021-22,202204.0,All,All,Hispanic,2.0,Crude Rate
Tennessee,2021-22,202203.0,All,All,Hispanic,5.3,Crude Rate
Tennessee,2021-22,202206.0,All,All,Hispanic,15.9,Crude Rate
Tennessee,2021-22,202112.0,All,All,"A/PI, non-Hispanic",9.7,Crude Rate
Tennessee,2021-22,202208.0,All,All,"A/PI, non-Hispanic",12.2,Crude Rate
Tennessee,2021-22,202111.0,All,All,"A/PI, non-Hispanic",8.1,Crude Rate
